Pitcher_ID,year,SaveRating,made,blown,attempts
Ryan Cook,2012,-24.267985429937884,13,6,19
Ryan Cook,2013,0.10655575332625544,2,4,6
Ryan Franklin,2010,17.14263749050564,16,1,17
Ryan Franklin,2011,-0.7507507507507508,0,1,1
Ryan Madson,2010,4.763699069369351,4,1,5
Ryan Madson,2011,22.654208290904958,20,0,20
Ryan Mattheus,2013,-0.3541076487252125,0,1,1
Ryan Perry,2010,-0.5944053991170972,2,2,4
Ryan Perry,2011,-0.29171528588098017,0,1,1
Ryan Reid,2013,1.6251874062968517,1,1,2
Ryan Tucker,2011,-0.29171528588098017,0,1,1
Ryan Webb,2010,-0.8748125937031483,0,2,2
Ryan Webb,2011,-5.25,0,6,6
Ryan Webb,2013,-1.7496251874062967,0,4,4
Ryota Igarashi,2011,-0.3748125937031484,0,1,1
Sam Demel,2010,1.3850415512465373,1,0,1
Sam Demel,2011,-0.8748125937031483,0,2,2
Sam LeCure,2011,-0.29171528588098017,0,1,1
Sam LeCure,2012,-0.8992805755395684,0,1,1
Sam LeCure,2013,0.6963125193420144,1,1,2
Santiago Casilla,2010,1.9980217791312245,2,1,3
Santiago Casilla,2011,0.5080645161290323,1,1,2
Santiago Casilla,2012,16.06494486292804,20,2,22
Scot Shields,2010,-0.3541076487252125,0,1,1
Scott Atchison,2011,2.0,1,0,1
Scott Atchison,2012,-0.5,0,1,1
Scott Barnes,2013,2.0,1,0,1
Scott Downs,2010,-0.8541076487252125,0,2,2
Scott Downs,2011,-0.833333333333333,1,3,4
Scott Downs,2012,9.97077151548982,9,2,11
Scott Downs,2013,-1.3992805755395685,0,2,2
Scott Elbert,2011,2.0,1,0,1
Scott Elbert,2012,-0.29171528588098017,0,1,1
Scott Feldman,2011,-6.5789473684210575,0,1,1
Scott Linebrink,2011,0.5395010395010396,1,1,2
Scott Proctor,2011,-0.5834305717619603,0,2,2
Scott Richmond,2012,-0.3748125937031484,0,1,1
Sean Burnett,2010,1.6251874062968517,1,1,2
Sean Burnett,2011,0.6047824137126216,2,4,6
Sean Burnett,2012,1.6876770538243622,2,4,6
Sean Doolittle,2012,1.050420168067227,1,0,1
Sean Doolittle,2013,0.7573363431151243,2,3,5
Sean Marshall,2010,0.75,1,1,2
Sean Marshall,2011,-0.187635838758636,1,5,6
Sean Marshall,2012,6.460060674098791,6,2,8
Sean Marshall,2013,-3.0120481927710854,0,1,1
Sean O'Sullivan,2011,-0.29171528588098017,0,1,1
Sean White,2010,-2.0,0,3,3
Sergio Escalona,2011,-0.728920242428361,0,2,2
Sergio Mitre,2010,2.0,1,0,1
Sergio Romo,2010,-1.8167117682001188,0,3,3
Sergio Romo,2012,15.763643065073754,11,2,13
Sergio Romo,2013,-1.647701911488932,16,4,20
Sergio Santos,2010,-0.1914287168524459,1,2,3
Sergio Santos,2011,4.718851523204621,27,5,32
Sergio Santos,2012,-7.388917437478595,2,2,4
Sergio Santos,2013,0.25,1,2,3
Seth Maness,2013,0.37518740629685166,1,2,3
Shawn Camp,2010,2.321499925638866,2,2,4
Shawn Camp,2011,-1.7763975155279506,1,2,3
Shawn Camp,2012,6.381143841420724,1,2,3
Shawn Kelley,2012,-1.5,0,2,2
Stephen Pryor,2013,-0.5,0,1,1
Steve Cishek,2011,3.0277492291880783,2,0,2
Steve Cishek,2012,1.8702565706753307,11,3,14
Steve Cishek,2013,12.152491453141192,21,2,23
Steve Delabar,2012,-0.5,0,1,1
Steve Delabar,2013,1.0412844036697249,1,2,3
T.J. McFarland,2013,-0.29171528588098017,0,1,1
Tanner Scheppers,2012,1.027749229188078,1,0,1
Tanner Scheppers,2013,-0.7726281352235551,0,2,2
Taylor Tankersley,2010,-1.3748125937031483,0,2,2
Tim Byrdak,2010,-0.5,0,1,1
Tim Byrdak,2011,-1.0,1,3,4
Tim Byrdak,2012,-4.464285714285719,0,1,1
Tim Collins,2011,-0.27262813522355506,0,1,1
Tim Collins,2012,-0.27262813522355506,0,1,1
Tim Collins,2013,-2.6665278795841285,0,5,5
Tim Wood,2010,-0.3748125937031484,0,1,1
Todd Coffey,2010,-1.3748125937031483,0,3,3
Todd Coffey,2011,-7.727753770173725,0,2,2
Tom Gorzelanny,2010,0.7920485498207723,1,1,2
Tom Gorzelanny,2011,-0.29171528588098017,0,1,1
Tom Layne,2012,0.75,1,1,2
Tom Wilhelmsen,2012,12.594864187472494,28,5,33
Tom Wilhelmsen,2013,9.266304397869126,23,2,25
Tommy Hottovy,2012,-0.29171528588098017,0,1,1
Tommy Hunter,2011,-0.3748125937031484,0,1,1
Tommy Hunter,2013,6.468610812906805,4,2,6
Tony Pena,2011,-0.29171528588098017,0,1,1
Tony Sipp,2010,5.4930069930069925,1,2,3
Tony Sipp,2011,-0.5,0,1,1
Tony Sipp,2012,0.5504201680672269,1,1,2
Tony Sipp,2013,-0.3748125937031484,0,1,1
Tony Watson,2013,-0.3748125937031484,0,1,1
Travis Blackley,2013,-0.5,0,1,1
Trever Miller,2010,-0.45871559633027525,0,1,1
Trever Miller,2011,0.3059851586993815,1,2,3
Trevor Bell,2010,-0.29171528588098017,0,1,1
Trevor Hoffman,2010,-2.2376569332769147,6,2,8
Trevor Rosenthal,2013,4.755121093964523,3,1,4
Troy Patton,2013,-0.6665278795841285,0,2,2
Tyler Chatwood,2012,2.0,1,0,1
Tyler Clippard,2010,-1.7509593826939742,0,4,4
Tyler Clippard,2011,-2.2482517482517483,0,2,2
Tyler Clippard,2012,17.84756665693531,20,2,22
Tyler Clippard,2013,-0.45871559633027525,0,1,1
Tyler Robertson,2012,-0.5,0,1,1
Tyler Walker,2010,-0.5,0,1,1
Tyson Ross,2010,2.0,1,0,1
Vic Black,2013,0.6529366354849298,1,1,2
Vicente Padilla,2011,1.5845456071693573,2,1,3
Vicente Padilla,2012,0.3732642160512324,1,4,5
Victor Marte,2010,-0.29171528588098017,0,1,1
Victor Marte,2012,-0.8748125937031483,0,2,2
Vin Mazzaro,2013,2.0,1,0,1
Vinnie Pestano,2010,1.027749229188078,1,0,1
Vinnie Pestano,2011,0.6193831504162604,2,4,6
Vinnie Pestano,2012,0.9708730421743642,2,3,5
Vinnie Pestano,2013,5.028207871867122,6,3,9
Wade Davis,2012,-0.5,0,1,1
Wesley Wright,2012,-1.5084730159451931,1,2,3
Wesley Wright,2013,-1.3992805755395685,0,2,2
Will Ohman,2010,-5.208333333333337,0,1,1
Will Ohman,2012,-0.3748125937031484,0,1,1
Will Smith,2013,-1.3748125937031483,0,2,2
Wilton Lopez,2010,0.5504201680672269,1,1,2
Wilton Lopez,2011,-1.3748125937031483,0,3,3
Wilton Lopez,2012,6.449431821831919,6,2,8
Wilton Lopez,2013,-6.667048929663612,0,4,4
Xavier Cedeno,2012,0.25,1,2,3
Yoervis Medina,2013,-0.5,0,1,1
Yoshinori Tateyama,2011,1.1668611435239207,1,0,1
Zach Braddock,2010,-1.3992805755395685,0,2,2
Zach Duke,2011,3.0030030030030033,1,0,1
Zach Miner,2013,-0.5,0,1,1
Zach Putnam,2011,-0.5,0,1,1
